fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Albert Morales,"5' 9""",135 lbs.,"72""",Orthodox,"May 25, 1991",3.81,35%,3.96,56%,0.91,35%,70%,0.2
Omar Morales,"5' 11""",145 lbs.,"73""",Orthodox,"Oct 17, 1985",3.39,34%,2.99,65%,0.29,100%,100%,0.0
Joe Moreira,"5' 11""",195 lbs.,,Southpaw,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Christian Morecraft,"6' 6""",260 lbs.,"81""",Orthodox,"Sep 08, 1986",2.82,34%,2.46,46%,3.26,66%,50%,2.2
Sarah Moras,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 30, 1988",2.28,34%,3.58,50%,0.67,21%,33%,0.8
Richardson Moreira,"6' 2""",185 lbs.,,Orthodox,"Mar 31, 1984",1.17,28%,1.83,67%,0.00,0%,100%,0.0
Gisele Moreira,"5' 6""",135 lbs.,,Orthodox,"Jan 14, 1981",5.93,42%,6.33,48%,4.00,57%,0%,0.0
Jesse Moreng,"5' 7""",145 lbs.,,Orthodox,"Nov 09, 1979",1.26,40%,2.08,48%,5.56,100%,100%,0.0
Vinicius Moreira,"6' 4""",205 lbs.,"76""",Orthodox,"Feb 28, 1989",3.15,59%,5.07,43%,1.97,18%,0%,1.3
Brandon Moreno,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993",3.41,38%,3.41,59%,2.01,45%,67%,0.6
Mike Moreno,"6' 0""",185 lbs.,,,,1.27,51%,1.07,58%,0.00,0%,44%,0.0
Dan Moret,"6' 0""",155 lbs.,"73""",Southpaw,"Nov 21, 1986",2.67,43%,3.56,43%,1.25,27%,45%,0.4
Sammy Morgan,"5' 10""",170 lbs.,,Orthodox,"Sep 28, 1981",1.05,22%,3.74,40%,1.43,20%,0%,0.5
Peggy Morgan,"6' 1""",135 lbs.,,,"Dec 16, 1979",2.27,23%,8.20,33%,0.00,0%,50%,0.0
Alex Morono,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",4.96,42%,3.69,56%,0.44,28%,47%,0.4
Maryna Moroz,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991",4.09,31%,4.15,53%,0.56,18%,47%,0.4
Sergey Morozov,"5' 6""",135 lbs.,,Orthodox,"Jun 14, 1989",0.81,23%,2.89,39%,0.00,0%,54%,0.0
Brad Morris,"6' 2""",205 lbs.,,Orthodox,"Nov 01, 1979",0.50,62%,6.95,27%,0.00,0%,0%,0.0
Scott Morris,"5' 10""",210 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Anthony Morrison,"5' 7""",145 lbs.,,Orthodox,"Mar 29, 1984",1.70,33%,0.49,80%,0.00,0%,50%,0.0
Jack Morrison,"5' 11""",205 lbs.,,,,0.00,0%,19.31,40%,0.00,0%,0%,0.0
Harry Moskowitz,"6' 5""",275 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Nikolas Motta,"5' 9""",155 lbs.,"70""",Orthodox,"Feb 08, 1993",2.80,27%,3.60,66%,0.00,0%,100%,0.0
Juan Mott,"6' 0""",190 lbs.,,Switch,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Flavio Luiz Moura,"5' 11""",183 lbs.,,Open Stance,,0.67,16%,0.00,0%,0.00,0%,0%,0.0
Kin Moy,"5' 5""",135 lbs.,,,,2.30,33%,1.93,62%,1.67,42%,50%,1.7
Jamie Moyle,"5' 1""",115 lbs.,"65""",Orthodox,"Mar 17, 1989",4.51,51%,4.00,65%,1.00,21%,50%,0.0
Gegard Mousasi,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985",3.75,50%,1.21,68%,1.59,60%,59%,1.1
Su Mudaerji,"5' 8""",125 lbs.,"72""",Southpaw,"Jan 20, 1996",4.49,51%,2.19,68%,0.40,100%,77%,0.8
Garrett Mueller,"5' 9""",135 lbs.,,,"Jan 29, 1989",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Lauren Mueller,"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991",4.08,41%,3.77,58%,0.70,50%,71%,0.0
Belal Muhammad,"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988",4.75,43%,4.02,60%,1.97,28%,85%,0.2
Fazlo Mulabitinovic,,135 lbs.,,,,0.54,16%,0.00,100%,0.00,0%,0%,8.0
James Mulheron,"5' 10""",243 lbs.,"73""",Orthodox,"Feb 20, 1988",2.40,31%,3.47,42%,0.00,0%,25%,0.0
Quinn Mulhern,"6' 3""",155 lbs.,,Orthodox,"Sep 20, 1984",1.48,28%,2.09,51%,1.36,20%,33%,0.0
Jamie Mullarkey,"6' 0""",155 lbs.,"74""",Orthodox,"Aug 17, 1994",1.87,33%,4.60,42%,4.00,30%,66%,0.5
Jim Mullen,"6' 1""",215 lbs.,,Southpaw,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Pedro Munhoz,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986",5.60,43%,5.87,58%,0.68,21%,80%,0.8
Andre Muniz,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 17, 1990",2.21,58%,1.80,45%,2.61,35%,37%,2.2
Alexander Munoz,"5' 9""",155 lbs.,"72""",Switch,"Feb 27, 1990",3.27,40%,5.23,52%,2.50,35%,0%,0.0
Mark Munoz,"6' 0""",185 lbs.,"71""",Orthodox,"Feb 09, 1978",3.12,51%,2.26,57%,3.17,29%,57%,0.6
Andy Murad,"5' 9""",185 lbs.,,,,2.60,76%,2.87,32%,1.00,20%,42%,0.0
Johnny Munoz,"5' 9""",145 lbs.,"71""",Orthodox,"Feb 16, 1993",3.27,62%,1.40,58%,2.00,12%,0%,1.0
Kazunari Murakami,"6' 1""",220 lbs.,,Orthodox,"Nov 29, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Makhmud Muradov,"6' 2""",185 lbs.,"75""",Orthodox,"Feb 08, 1990",5.32,42%,2.92,64%,0.36,16%,100%,0.4
Kanako Murata,"5' 1""",115 lbs.,"62""",Orthodox,"Aug 10, 1993",1.93,67%,1.93,52%,4.00,44%,0%,2.0
Ryuichi Murata,"5' 8""",183 lbs.,,Orthodox,,0.84,36%,1.89,50%,4.74,50%,100%,3.2
Vince Murdock,"5' 6""",145 lbs.,"64""",Orthodox,"Mar 21, 1991",1.21,21%,7.17,40%,0.00,0%,0%,0.0
Tom Murphy,"6' 2""",227 lbs.,,Southpaw,"Nov 19, 1974",2.50,71%,0.17,84%,7.51,85%,0%,2.5
Ian Murphy,"6' 1""",185 lbs.,,Orthodox,"Jun 14, 1985",0.00,0%,1.93,30%,4.13,100%,0%,0.0
Jon Murphy,"6' 3""",260 lbs.,,Orthodox,"Aug 09, 1977",3.93,66%,8.85,43%,0.00,0%,0%,0.0
Lauren Murphy,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",3.80,38%,3.82,63%,1.18,37%,70%,0.1
Patrick Murphy,"6' 0""",170 lbs.,,,,3.40,66%,0.80,42%,0.00,0%,50%,1.0
Lerone Murphy,"5' 9""",145 lbs.,"73""",Orthodox,"Jul 22, 1991",2.86,42%,2.07,63%,0.87,33%,41%,0.9
Lee Murray,"6' 3""",185 lbs.,,Orthodox,"Sep 12, 1977",0.36,15%,3.28,32%,0.90,100%,42%,1.8
Azamat Murzakanov,"5' 11""",205 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Khalid Murtazaliev,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 15, 1993",4.80,69%,0.40,78%,7.50,100%,33%,0.0
Nicholas Musoke,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 05, 1986",3.56,35%,3.80,57%,1.16,19%,82%,0.2
Andre Mussi,"6' 3""",242 lbs.,,Orthodox,,0.00,0%,10.59,35%,0.00,0%,0%,0.0
Max Mustaki,"6' 0""",155 lbs.,,Orthodox,"Nov 07, 1987",8.20,50%,13.00,45%,0.00,0%,0%,0.0
Magomed Mustafaev,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988",2.59,58%,2.68,41%,3.31,50%,23%,0.4
Fiona Muxlow,"5' 4""",145 lbs.,,,"May 13, 1977",1.44,27%,5.45,34%,0.00,0%,0%,0.0
Elvis Mutapcic,"6' 0""",185 lbs.,"72""",Orthodox,"Jul 19, 1986",3.41,40%,4.27,38%,0.00,0%,81%,0.0
Ho Bae Myeon,"5' 11""",168 lbs.,,Orthodox,,3.16,16%,3.16,83%,0.00,0%,0%,0.0
Na Liang,,115 lbs.,,,"Jul 27, 1996",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Katsuhiko Nagata,"5' 7""",154 lbs.,,Southpaw,"Oct 31, 1973",1.05,19%,1.50,63%,0.98,28%,28%,0.0
Yuji Nagata,"6' 0""",225 lbs.,,Orthodox,"Apr 24, 1968",1.45,40%,14.46,4%,0.00,0%,0%,0.0
Logan Nail,,185 lbs.,,,"Jun 20, 1989",1.93,51%,2.27,39%,0.00,0%,37%,0.0
Greg Nagy,"6' 1""",210 lbs.,,Orthodox,"Oct 18, 1983",0.41,50%,2.69,37%,0.00,0%,0%,1.2
Yukiya Naito,"6' 1""",205 lbs.,,Orthodox,,1.54,33%,5.13,60%,0.00,0%,0%,0.0
Muhammad Naimov,"5' 9""",145 lbs.,"70""",Orthodox,"Aug 07, 1994",3.47,41%,5.87,44%,0.00,0%,25%,0.0
Andrews Nakahara,"6' 1""",185 lbs.,,Orthodox,"Mar 12, 1983",2.68,44%,1.90,57%,0.00,0%,72%,0.4
Rin Nakai,"5' 1""",135 lbs.,,Orthodox,"Oct 22, 1986",1.57,33%,3.90,60%,3.00,18%,75%,0.5
Keita Nakamura,"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984",2.23,36%,3.20,58%,1.65,48%,63%,0.3
Yusaku Nakamura,"5' 5""",145 lbs.,,,"Jun 21, 1986",1.72,45%,3.67,55%,0.00,0%,83%,0.0
Kazuhiro Nakamura,"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979",1.56,37%,1.83,59%,1.73,36%,42%,0.6
Daisuke Nakamura,"5' 7""",154 lbs.,,Orthodox,"Jun 10, 1980",0.94,30%,1.38,61%,0.46,40%,30%,3.6
Yoshihiro Nakao,"6' 0""",220 lbs.,,Southpaw,"Jun 25, 1972",1.73,35%,2.06,64%,2.69,46%,0%,0.5
Tyson Nam,"5' 7""",125 lbs.,"68""",Orthodox,"Oct 06, 1983",3.64,31%,5.69,64%,0.00,0%,100%,0.0
Jutaro Nakao,"5' 9""",170 lbs.,,Southpaw,"Nov 30, 1970",0.53,38%,1.06,44%,0.38,50%,56%,0.0
Yui Chul Nam,"5' 9""",145 lbs.,,Orthodox,"Jul 16, 1981",3.53,51%,2.00,48%,1.33,16%,57%,0.3
Roger Narvaez,"6' 3""",185 lbs.,,Southpaw,"Sep 09, 1983",2.12,37%,3.32,64%,0.00,0%,50%,0.9
Yasuhito Namekawa,"5' 9""",205 lbs.,,Orthodox,"Oct 27, 1974",0.14,50%,3.65,38%,2.11,25%,0%,4.2
Rose Namajunas,"5' 5""",115 lbs.,"65""",Orthodox,"Jun 29, 1992",4.13,40%,3.98,60%,1.91,53%,50%,0.8
Nad Narimani,"5' 8""",145 lbs.,"70""",Orthodox,"Apr 14, 1987",3.33,42%,3.00,58%,1.92,41%,70%,0.0
Allan Nascimento,"5' 9""",125 lbs.,,Orthodox,"Sep 11, 1991",7.00,68%,5.40,44%,1.00,10%,0%,0.0
Fabio Nascimento,"5' 10""",185 lbs.,,Orthodox,,2.94,38%,4.63,55%,0.00,0%,55%,0.8
Bobby Nash,"6' 0""",170 lbs.,"74""",Orthodox,"Mar 26, 1990",3.42,37%,3.95,51%,2.37,33%,100%,1.6
Rodrigo Nascimento,"6' 2""",246 lbs.,"80""",Orthodox,"Nov 26, 1992",4.23,55%,4.32,42%,2.70,100%,100%,2.7
Reza Nasri,"5' 11""",205 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Pawel Nastula,"6' 0""",230 lbs.,,Southpaw,"Jun 26, 1970",1.30,43%,1.73,50%,3.00,60%,0%,1.5
Rafael Natal,"6' 0""",185 lbs.,"77""",Orthodox,"Dec 25, 1982",3.10,47%,2.48,57%,2.55,34%,77%,0.5
Kevin Natividad,"5' 6""",145 lbs.,"70""",Orthodox,"Apr 02, 1993",2.57,24%,3.74,54%,0.00,0%,100%,0.0
Danny Navarro,"5' 10""",155 lbs.,,,"May 27, 1983",3.83,32%,4.62,57%,2.17,25%,100%,0.0
Ismail Naurdiev,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 18, 1996",3.17,52%,1.30,68%,1.25,71%,70%,0.2
Marcio Navarro,"6' 0""",155 lbs.,,,"Sep 17, 1978",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tafon Nchukwi,"6' 0""",205 lbs.,"77""",Orthodox,"Oct 14, 1994",7.59,55%,4.31,52%,0.00,0%,75%,0.0
Josh Neal,"6' 0""",185 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joe Neal,"5' 6""",135 lbs.,,,"Jul 29, 1986",1.87,19%,3.80,66%,0.00,0%,0%,0.0
Dustin Neace,"5' 9""",145 lbs.,,,"Sep 12, 1986",2.08,32%,2.66,56%,0.00,0%,0%,1.7
Geoff Neal,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",4.94,49%,4.93,61%,0.50,50%,92%,0.2
Nicolae Negumereanu,"6' 0""",205 lbs.,"78""",Orthodox,"Sep 04, 1994",0.73,40%,4.67,18%,0.00,0%,40%,0.0
Stanislav Nedkov,"5' 11""",205 lbs.,"71""",Orthodox,"Dec 09, 1981",3.33,43%,5.39,43%,2.77,41%,0%,0.0
Steve Nelmark,"6' 0""",240 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Josh Neer,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 24, 1983",3.29,46%,3.63,58%,1.09,34%,46%,1.3
Shane Nelson,"5' 9""",155 lbs.,"70""",Southpaw,"Nov 29, 1984",1.38,31%,2.84,61%,1.31,18%,54%,1.6
Kyle Nelson,"5' 11""",155 lbs.,"71""",Switch,"Apr 20, 1991",3.63,41%,6.82,47%,0.96,12%,60%,1.9
Gunnar Nelson,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",1.71,57%,3.33,49%,1.72,55%,66%,0.9
Roy Nelson,"6' 0""",263 lbs.,"73""",Orthodox,"Jun 20, 1976",2.18,36%,4.79,46%,1.14,27%,65%,0.1
Lissette Neri,"5' 2""",145 lbs.,,,"Aug 05, 1987",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Julio Cesar Neves Jr.,"5' 8""",145 lbs.,,,"Apr 25, 1994",1.98,35%,4.81,51%,1.06,25%,76%,0.0
Mario Neto,"6' 0""",229 lbs.,,Orthodox,,1.89,50%,1.89,70%,2.84,100%,0%,0.0
Antonio Braga Neto,"6' 3""",185 lbs.,"77""",Orthodox,"Oct 29, 1987",1.36,33%,3.92,45%,3.07,37%,0%,0.5
Nick Newell,"5' 10""",155 lbs.,,Southpaw,"Mar 17, 1986",3.53,46%,4.07,36%,0.00,0%,33%,0.0
Journey Newson,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 07, 1989",2.76,32%,2.76,65%,0.00,0%,0%,0.9
Jeff Newton,"6' 2""",205 lbs.,,Sideways,"Dec 11, 1966",0.28,20%,1.41,52%,0.00,0%,0%,8.5
Emanuel Newton,"6' 1""",205 lbs.,,,"Jan 02, 1984",1.92,49%,1.35,51%,2.02,100%,0%,0.0
Francis Ngannou,"6' 4""",250 lbs.,"83""",Orthodox,"Sep 05, 1986",2.23,37%,2.03,47%,0.00,0%,71%,0.5
Carlos Newton,"5' 9""",170 lbs.,,Orthodox,"Aug 17, 1976",0.65,41%,1.55,44%,2.47,70%,43%,0.9
Ben Nguyen,"5' 5""",125 lbs.,"65""",Switch,"Aug 03, 1988",3.51,40%,3.01,59%,0.25,33%,63%,1.0
Alex Nicholson,"6' 4""",185 lbs.,"77""",Orthodox,"May 02, 1990",4.12,43%,4.65,47%,0.00,0%,50%,0.5
Mike Nickels,"6' 4""",205 lbs.,,Orthodox,"Dec 13, 1971",4.44,52%,1.11,64%,11.11,80%,0%,2.8
Steven Nguyen,"5' 11""",145 lbs.,,Switch,"May 19, 1993",6.30,31%,9.04,59%,0.00,0%,100%,0.0
Matheus Nicolau,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 06, 1993",3.79,52%,2.83,67%,1.93,44%,100%,1.4
Jaimelene Nievera,"5' 5""",125 lbs.,,Orthodox,"Oct 28, 1984",1.67,53%,8.73,33%,1.79,16%,0%,0.0
Tom Niinimaki,"5' 9""",145 lbs.,"69""",Orthodox,"Jul 25, 1982",1.91,54%,2.31,58%,2.97,46%,33%,0.5
Khomkrit Niimi,"5' 2""",125 lbs.,,,,0.00,0%,5.73,44%,0.00,0%,0%,0.0
Ramsey Nijem,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 01, 1988",3.05,44%,1.62,62%,5.32,62%,55%,1.1
Hans Nijman,"6' 0""",250 lbs.,,Switch,"Oct 23, 1959",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jack Nilson,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mats Nilsson,"6' 1""",170 lbs.,,Orthodox,"Dec 05, 1983",2.99,39%,5.62,63%,3.87,83%,44%,2.3
Guangyou Ning,"5' 4""",145 lbs.,"64""",Southpaw,"Dec 15, 1981",2.66,41%,1.91,61%,1.09,50%,62%,0.3
Soichi Nishida,"5' 11""",320 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Yosuke Nishijima,"5' 9""",205 lbs.,,Orthodox,"May 15, 1973",1.72,37%,5.59,56%,0.00,0%,0%,0.0
Akiyo Nishiura,"5' 8""",139 lbs.,,Southpaw,"Aug 08, 1983",1.59,57%,1.26,57%,0.00,0%,52%,0.3
Chidi Njokuani,"6' 3""",170 lbs.,,,"Dec 31, 1988",1.93,51%,1.73,49%,0.00,0%,80%,0.0
Kyle Noblitt,"6' 2""",243 lbs.,,,"Dec 26, 1989",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Anthony Njokuani,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 01, 1980",3.94,46%,2.41,65%,0.50,45%,53%,0.2
Derrick Noble,"5' 9""",170 lbs.,,Southpaw,"Aug 14, 1978",6.21,40%,3.79,59%,0.00,0%,0%,0.0
Jacob Noe,,205 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Pedro Nobre,"5' 5""",135 lbs.,,,"Feb 13, 1986",1.37,30%,9.16,35%,0.00,0%,0%,0.0
Antonio Rodrigo Nogueira,"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976",1.95,42%,2.40,55%,1.30,29%,36%,2.4
Rogerio Nogueira,"6' 2""",205 lbs.,"75""",Southpaw,"Jun 02, 1976",2.43,35%,2.34,59%,0.64,44%,62%,0.8
Alexandre Franca Nogueira,"5' 7""",145 lbs.,,Orthodox,"Jan 15, 1978",0.60,20%,4.18,57%,0.00,0%,0%,0.0
Talita Nogueira,"5' 10""",145 lbs.,,,"Oct 13, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kyle Noke,"6' 1""",170 lbs.,"76""",Southpaw,"Mar 18, 1980",3.23,50%,2.09,64%,1.53,54%,66%,0.8
KJ Noons,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 07, 1982",3.68,35%,3.78,65%,0.08,20%,68%,0.0
Sage Northcutt,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 01, 1996",3.58,52%,1.96,58%,1.81,34%,41%,0.6
Scott Norton,"5' 10""",170 lbs.,,Orthodox,"Mar 15, 1973",0.67,30%,0.34,60%,2.52,25%,0%,0.0
Jan Nortje,"6' 1""",310 lbs.,,Southpaw,"Apr 11, 1975",3.32,51%,4.50,32%,0.00,0%,66%,2.9
Jason Novelli,"6' 0""",155 lbs.,,Orthodox,"Jun 08, 1979",1.73,24%,3.55,66%,0.70,33%,100%,0.0
Amanda Nunes,"5' 8""",145 lbs.,"69""",Orthodox,"May 30, 1988",4.50,51%,2.45,57%,2.50,53%,84%,0.9
Phillipe Nover,"5' 9""",145 lbs.,"72""",Orthodox,"Feb 03, 1984",1.79,35%,2.48,56%,0.99,28%,44%,0.7
Diego Nunes,"5' 6""",145 lbs.,"67""",Orthodox,"Nov 30, 1982",2.72,43%,2.59,58%,1.18,44%,65%,0.6
Josiane Nunes,,135 lbs.,,,"Dec 23, 1993",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Istela Nunes,"5' 4""",115 lbs.,,,"Jul 23, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Khabib Nurmagomedov,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",4.10,48%,1.75,65%,5.32,48%,84%,0.8
Nick Nolte,"6' 0""",170 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Said Nurmagomedov,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992",4.65,46%,2.37,60%,0.45,7%,71%,0.0
Abubakar Nurmagomedov,"5' 11""",170 lbs.,"72""",Orthodox,"Nov 13, 1989",1.41,44%,0.71,81%,5.29,100%,0%,0.0
Jonatas Novaes,"5' 11""",170 lbs.,,,"Mar 02, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Umar Nurmagomedov,"5' 8""",135 lbs.,,Orthodox,"Mar 01, 1996",2.89,60%,0.81,76%,8.67,45%,0%,1.7
Kennedy Nzechukwu,"6' 5""",205 lbs.,"83""",Southpaw,"Jun 13, 1992",5.38,43%,5.80,48%,0.00,0%,78%,0.0
Jake O'Brien,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984",1.31,31%,1.92,69%,6.39,54%,25%,0.2
TJ O'Brien,"6' 2""",155 lbs.,,Orthodox,"Jan 01, 1987",3.77,46%,4.78,57%,0.94,100%,0%,0.0
Sean O'Connell,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 02, 1983",5.46,48%,6.77,45%,0.00,0%,30%,0.5
Dan O'Connor,"5' 4""",115 lbs.,,,"Nov 17, 1982",4.00,56%,5.10,54%,0.00,0%,100%,0.0
Sean O'Haire,"6' 5""",270 lbs.,,Orthodox,"Feb 25, 1971",8.28,57%,22.76,21%,0.00,0%,0%,0.0
Jeremiah O'Neal,"5' 8""",260 lbs.,,,"Oct 25, 1977",1.15,40%,7.50,23%,0.00,0%,0%,0.0
Sean O'Malley,"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994",6.35,57%,3.76,64%,1.05,50%,61%,1.1
Chuck O'Neil,"6' 2""",170 lbs.,,,"Sep 22, 1985",3.13,37%,4.40,72%,0.00,0%,0%,0.0
Casey O'Neill,"5' 6""",125 lbs.,"69""",,"Oct 07, 1997",5.64,72%,1.84,42%,6.91,66%,0%,1.7
Takahiro Oba,"5' 8""",200 lbs.,,Southpaw,,0.23,25%,1.82,69%,0.00,0%,0%,0.0
Brendan O'Reilly,"5' 7""",170 lbs.,"69""",Orthodox,"Jun 24, 1987",1.90,47%,2.77,39%,2.22,43%,36%,0.6
Nobuhiro Obiya,"5' 8""",145 lbs.,,Orthodox,"Jan 15, 1981",0.63,28%,2.53,55%,0.50,50%,41%,0.5
Christian Ocon,"5' 8""",135 lbs.,"69""",Orthodox,"Feb 05, 1996",1.73,53%,5.27,34%,0.00,0%,63%,0.0
Richard Odoms,"6' 5""",265 lbs.,,Orthodox,"May 08, 1975",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Naoya Ogawa,"6' 4""",255 lbs.,,Orthodox,"Mar 31, 1968",2.41,42%,1.66,47%,1.25,100%,66%,1.2
Volkan Oezdemir,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 19, 1989",5.03,45%,4.24,55%,0.36,20%,80%,0.0
Koji Oishi,"5' 8""",170 lbs.,,Orthodox,"May 31, 1977",1.43,9%,17.86,43%,0.00,0%,0%,0.0
Michiyoshi Ohara,"5' 10""",205 lbs.,,Orthodox,,0.28,29%,3.13,48%,0.00,0%,33%,0.0
Andy Ogle,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 16, 1989",2.24,44%,2.23,50%,1.44,26%,58%,0.0
Takayuki Okada,"6' 1""",290 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Yushin Okami,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",2.06,38%,2.25,60%,1.98,39%,84%,0.5
JJ Okanovich,"5' 11""",155 lbs.,"76""",Orthodox,"Nov 04, 1990",6.93,55%,5.27,50%,0.00,0%,100%,0.0
Kazuki Okubo,"5' 11""",175 lbs.,,Orthodox,,1.53,38%,1.97,46%,0.51,25%,36%,2.0
Masakatsu Okuda,,,,,,0.00,0%,4.27,34%,0.00,0%,0%,4.3
Michal Oleksiejczuk,"6' 0""",205 lbs.,"74""",Southpaw,"Feb 22, 1995",4.83,56%,2.91,69%,1.05,66%,35%,0.0
Aleksei Oleinik,"6' 2""",240 lbs.,"80""",Orthodox,"Jun 20, 1977",3.47,50%,3.85,44%,2.38,46%,33%,2.4
Rafaello Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 26, 1982",2.19,33%,3.38,59%,2.49,36%,11%,1.6
Charles Oliveira,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",3.22,52%,2.94,54%,2.64,44%,57%,2.8
Ednaldo Oliveira,"6' 5""",205 lbs.,,Orthodox,"Feb 19, 1984",1.03,22%,1.80,52%,0.00,0%,42%,0.0
Jorge Oliveira,"6' 1""",205 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bruno Oliveira,"6' 4""",205 lbs.,"80""",Orthodox,"May 02, 1984",3.44,33%,4.92,54%,0.00,0%,0%,0.0
Wendell Oliveira Marques,"5' 10""",170 lbs.,,Orthodox,"Jun 01, 1983",3.77,47%,4.40,47%,0.00,0%,100%,0.0
Alex Oliveira,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 21, 1988",2.87,50%,2.18,48%,2.41,37%,63%,0.6
Andy Ologun,"6' 0""",154 lbs.,,Orthodox,"Jun 12, 1983",2.36,57%,0.32,85%,0.68,100%,80%,0.0
Felipe Olivieri,"5' 9""",155 lbs.,,Orthodox,"Apr 12, 1985",6.68,58%,4.60,57%,0.00,0%,71%,0.0
Dennis Olson,"6' 0""",170 lbs.,,,,1.02,42%,5.27,38%,2.77,40%,0%,0.0
Shana Olsen,"5' 7""",145 lbs.,,,"Dec 17, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Casey Olson,"5' 7""",145 lbs.,,Orthodox,,2.48,60%,0.00,100%,3.54,57%,100%,1.8
Cameron Olson,"6' 1""",205 lbs.,"75""",Orthodox,"Nov 22, 1989",3.13,47%,2.20,57%,3.00,42%,100%,1.0
Daniel Omielanczuk,"6' 0""",247 lbs.,"74""",Southpaw,"Aug 31, 1982",3.09,57%,3.29,47%,0.56,26%,68%,0.1
Michihiro Omigawa,"5' 6""",145 lbs.,"68""",Orthodox,"Dec 19, 1975",2.01,39%,3.06,64%,1.19,36%,49%,1.5
Alan Omer,"5' 10""",145 lbs.,,Orthodox,"Sep 14, 1988",3.49,55%,2.21,64%,1.69,42%,66%,0.0
Chibwikem Onyenegecha,"6' 3""",185 lbs.,,Orthodox,"Apr 18, 1994",5.60,55%,3.40,52%,0.00,0%,100%,0.0
